252,3233
253,3318
254,3394
255,3462
256,3533
257,3585
258,3653
259,3655
260,3689
261,3700
262,3706
263,3700
264,3681
265,3654
266,3621
267,3574
268,3521
269,3455
270,3381
271,3295
272,3211
273,3119
274,3013
275,2899
276,2784
277,2658
278,2537
279,2410
280,2281
281,2146
282,2005
283,1874
284,1738
285,1667
286,1461
287,1332
288,1207
289,1076
290,955
291,847
292,726
293,623
294,517
295,429
296,349
297,284
298,205
299,149
300,95
301,60
302,24
303,6
304,0
305,0
306,1
307,22
308,50
309,99
310,152
311,205
312,230
313,354
314,436
315,523
316,631
317,741
318,845
319,955
320,1085
321,1214
322,1338
323,1478
324,1607
325,1742
326,1871
327,2010
328,2155
329,2289
330,2418
331,2570
332,2672
333,2791
334,2906
335,3030
336,3126
337,3217
338,3300
339,3392
340,3459
341,3515
342,3573
343,3624
344,3660
345,3684
346,3700
347,3702
348,3700
349,3681
350,3655
351,3627
352,3583
353,3530
354,3456
355,3402
356,3315
357,3224
358,3135
359,3027
360,2919
361,2805
362,2686
363,2574
364,2429
365,2302
366,2166
367,2035
368,1891
369,1754
370,1611
371,1451
372,1351
373,1220
374,1095
375,969
376,851
377,743
378,631
379,540
380,441
381,354
382,278
383,210
384,141
385,102
386,64
387,19
388,2
389,0
390,0
391,2
392,21
393,11
394,81
395,119
396,200
397,253
398,341
399,421
400,512
401,616
402,712
403,834
404,949
405,1062
406,1189
407,1326
408,1461
409,1589
410,1724
411,1855
412,1998
413,2135
414,2253
415,2406
416,2529
417,2653
418,2778
419,2887
420,3003
421,3106
422,3203
423,3294
424,3359
425,3448
426,3514
427,3569
428,3617
429,3650
430,3685
431,3705
432,3705
433,3699
434,3683
435,3660
436,3632
437,3584
438,3538
439,3473
440,3399
441,3332
442,3239
443,3142
444,3034
445,2934
446,2817
447,2706
448,2574
449,2450
450,2326
451,2183
452,2051
453,1913
454,1790
455,1644
456,1512
457,1366
458,1244
459,1130
460,996
461,869
462,760
463,646
464,547
465,461
466,370
467,285
468,224
469,157
470,107
471,59
472,38
473,8
474,26
475,0
476,15
477,27
478,49
479,87
480,132
481,187
482,255
483,328
484,413
485,495
486,593
487,699
488,810
489,932
490,1042
491,1175
492,1304
493,1435
494,1709
495,1712
496,1841
497,1978
498,2114
499,2252
500,2380
501,2511
502,2637
503,2745
504,2878
505,2983
506,3091
507,3185
508,3287
509,3363
510,3439
511,3502
512,3562
513,3607
514,3630
515,3678
516,3694
517,3703
518,3693
519,3693
520,3669
521,3636
522,3593
523,3542
524,3483
525,3417
526,3335
527,3262
528,3164
529,3059
530,2955
531,2836
532,2712
533,2602
534,2471
535,2338
536,2210
537,2076
538,1934
539,1806
540,1663
541,1527
542,1407
543,1264
544,1135
545,1005
546,886
547,778
548,656
549,562
550,477
551,375
552,305
553,232
554,164
555,116
556,74
557,36
558,14
559,0
560,0
561,1
562,19
563,47
564,74
565,117
566,176
567,250
568,314
569,394
570,490
571,582
572,690
573,797
574,904
575,1021
576,1154
577,1286
578,1412
579,1558
580,1674
581,1824
582,1960
583,2080
584,2228
585,2362
586,2478
587,2618
588,2741
589,2856
590,2976
591,3078
592,3175
593,3269
594,3355
595,3423
596,3495
597,3574
598,3603
599,3642
600,3671
601,3685
602,3669
603,3701
604,3687
605,3674
606,3640
607,3553
608,3551
609,3496
610,3428
611,3349
612,3272
613,3171
614,3069
615,2970
616,2857
617,2773
618,2616
619,2488
620,2359
621,2221
622,2079
623,1949
624,1822
625,1679
626,1541
627,1406
628,1279
629,1147
630,1024
631,905
632,829
633,690
634,578
635,473
636,393
637,365
638,237
639,186
640,126
641,76
642,57
643,11
644,0
645,0
646,2
647,17
648,39
649,70
650,117
651,169
652,228
653,306
654,386
655,473
656,568
657,670
658,781
659,893
660,1013
661,1135
662,1261
663,1393
664,1533
665,1668
666,1800
667,1942
668,2073
669,2218
670,2350
671,2478
672,2600
673,2730
674,2842
675,2956
676,3061
677,3158
678,3254
679,3339
680,3435
681,3491
682,3535
683,3594
684,3638
685,3667
686,3688
687,3703
688,3701
689,3695
690,3674
691,3649
692,3609
693,3565
694,3496
695,3433
696,3359
697,3280
698,3190
699,3110
